Age,Employee Count,Employee Id,Gender,Marital Status,Over 18,Over Time,Num Companies Worked,Standard Hours,Department,Business Travel,Job Role,Job Level,Job Involvement,Total Working Years,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Training Times Last Year,Daily Rate,Hourly Rate,Monthly Rate,MonthlyIncome,Percent Salary Hike,Stock Option Level,Environment Satisfaction,Job Satisfaction,Relationship Satisfaction,Work Life Balance,Performance Rating,Education,Education Field,Attrition,Distance From Home
55,1,1578,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Manager,5,2,36,36,6,2,13,3,685,60,23037,19586,21,1,3,4,3,3,4,5,Marketing,No,26
34,1,1580,Male,Married,Y,No,9,80,Research & Development,Travel_Rarely,Research Scientist,2,3,9,2,2,2,1,3,1351,45,13008,5484,17,1,2,4,2,2,3,4,Life Sciences,No,1
26,1,1581,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,1,1,0,0,0,5,474,89,11133,2061,21,0,1,4,1,3,4,3,Life Sciences,No,3
38,1,1582,Male,Married,Y,No,0,80,Sales,Travel_Rarely,Sales Executive,2,3,10,9,8,7,7,3,1245,80,12355,9924,11,1,3,2,4,3,3,3,Life Sciences,No,14
38,1,1583,Female,Single,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,2,3,8,3,2,1,2,5,437,90,16379,4198,12,0,2,2,2,4,3,3,Life Sciences,No,16
36,1,1585,Female,Single,Y,No,6,80,Sales,Travel_Rarely,Sales Executive,2,3,15,1,0,0,0,5,884,73,21447,6815,13,0,2,3,1,3,3,4,Life Sciences,No,1
29,1,1586,Male,Single,Y,Yes,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,10,10,9,1,5,3,1370,87,16213,4723,18,0,2,1,4,3,3,1,Medical,No,3
35,1,1587,Female,Single,Y,Yes,3,80,Research & Development,Travel_Rarely,Healthcare Representative,2,3,10,5,2,0,4,4,670,51,4223,6142,16,0,1,3,3,3,3,4,Medical,No,10
39,1,1588,Male,Married,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,3,4,11,7,6,7,6,3,1462,38,4658,8237,11,1,4,3,1,3,3,3,Medical,No,6
29,1,1590,Male,Divorced,Y,No,1,80,Research & Development,Travel_Frequently,Healthcare Representative,2,3,6,6,4,1,3,0,995,87,24483,8853,19,1,1,4,4,4,3,1,Life Sciences,No,2
50,1,1591,Male,Married,Y,Yes,4,80,Sales,Travel_Rarely,Manager,5,3,27,1,0,0,0,2,264,59,19519,19331,16,1,3,3,3,3,3,3,Marketing,No,9
23,1,1592,Male,Married,Y,No,2,80,Research & Development,Travel_Rarely,Research Scientist,1,4,4,2,2,2,2,2,977,45,12826,2073,16,1,4,3,4,3,3,3,Technical Degree,No,10
36,1,1594,Male,Married,Y,Yes,3,80,Research & Development,Travel_Frequently,Laboratory Technician,2,4,9,3,2,0,2,3,1302,80,19711,5562,13,1,1,1,4,3,3,4,Life Sciences,No,6
42,1,1595,Male,Single,Y,No,8,80,Research & Development,Travel_Rarely,Manager,5,2,24,1,0,0,1,2,1059,93,26362,19613,22,0,4,4,4,3,4,2,Other,No,9
35,1,1596,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,2,4,10,10,9,6,8,3,750,46,25348,3407,17,2,2,3,4,2,3,3,Life Sciences,No,28
34,1,1597,Male,Married,Y,No,1,80,Research & Development,Travel_Frequently,Healthcare Representative,2,2,8,8,2,7,7,3,653,92,15332,5063,14,1,4,3,2,2,3,4,Technical Degree,No,10
40,1,1598,Female,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,5,5,4,1,2,2,118,84,11262,4639,15,1,4,1,3,3,3,2,Life Sciences,No,14
43,1,1599,Male,Divorced,Y,No,5,80,Research & Development,Travel_Rarely,Laboratory Technician,1,4,8,6,4,0,2,0,990,87,5855,4876,12,1,4,2,3,3,3,3,Technical Degree,No,27
35,1,1601,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,1,1,0,0,1,5,1349,63,7713,2690,18,1,3,4,4,2,3,2,Life Sciences,No,7
46,1,1602,Male,Single,Y,No,1,80,Sales,Travel_Rarely,Manager,4,4,27,26,0,0,12,5,563,56,3156,17567,15,0,4,1,2,1,3,4,Life Sciences,No,1
28,1,1604,Male,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,1,1,1,0,0,3,329,51,7324,2408,17,3,3,2,3,3,3,3,Medical,Yes,24
22,1,1605,Female,Married,Y,Yes,1,80,Research & Development,Non-Travel,Research Scientist,1,2,4,4,2,1,3,2,457,85,10293,2814,14,0,2,3,2,2,3,2,Other,No,26
50,1,1606,Male,Married,Y,Yes,2,80,Research & Development,Travel_Frequently,Healthcare Representative,4,3,32,30,8,12,13,3,1234,41,20689,11245,15,1,2,3,3,3,3,5,Medical,No,20
32,1,1607,Female,Married,Y,No,3,80,Research & Development,Travel_Rarely,Research Scientist,1,4,6,3,2,0,2,3,634,35,18783,3312,17,2,2,4,4,3,3,4,Other,No,5
44,1,1608,Female,Divorced,Y,Yes,0,80,Research & Development,Travel_Rarely,Research Director,5,3,23,22,7,1,10,4,1313,31,3549,19049,14,1,2,4,4,2,3,3,Medical,No,7
30,1,1609,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,6,6,4,1,1,3,241,48,5348,2141,12,1,2,2,2,2,3,3,Medical,No,7
45,1,1611,Female,Single,Y,Yes,1,80,Research & Development,Travel_Rarely,Laboratory Technician,2,1,10,10,7,1,4,3,1015,50,23447,5769,14,0,3,1,1,3,3,5,Medical,No,5
45,1,1612,Male,Married,Y,No,1,80,Sales,Non-Travel,Sales Executive,2,2,10,10,7,4,5,2,336,52,24162,4385,15,1,1,1,1,3,3,3,Marketing,No,26
31,1,1613,Male,Single,Y,No,7,80,Sales,Travel_Frequently,Sales Executive,2,3,10,5,2,0,3,3,715,54,21602,5332,13,0,4,1,4,3,3,4,Other,No,2
36,1,1614,Female,Married,Y,Yes,9,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,7,3,2,1,1,2,559,76,12421,4663,12,2,3,3,2,3,3,4,Life Sciences,No,12
34,1,1615,Male,Divorced,Y,No,1,80,Research & Development,Travel_Frequently,Manufacturing Director,2,4,9,9,7,7,2,3,426,42,17000,4724,13,1,3,4,1,3,3,4,Life Sciences,No,10
49,1,1617,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,10,9,6,1,4,3,722,84,22102,3211,14,1,3,1,4,2,3,4,Life Sciences,No,25
39,1,1618,Male,Married,Y,No,2,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,10,7,7,7,7,3,1387,76,3835,5377,13,3,2,1,4,3,3,5,Medical,No,10
27,1,1619,Male,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,7,7,7,0,7,3,1302,67,16290,4066,11,2,4,1,1,3,3,3,Other,No,19
35,1,1621,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,2,4,16,16,15,1,10,2,819,48,26312,5208,11,0,2,1,4,3,3,5,Life Sciences,No,18
28,1,1622,Female,Divorced,Y,No,0,80,Research & Development,Travel_Rarely,Manufacturing Director,2,1,6,5,3,0,0,5,580,39,20460,4877,21,1,2,1,2,2,4,3,Medical,No,27
21,1,1623,Male,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,3,2,2,2,2,2,546,97,26009,3117,18,0,3,4,3,3,3,1,Medical,No,5
18,1,1624,Female,Single,Y,Yes,1,80,Sales,Travel_Frequently,Sales Representative,1,3,0,0,0,0,0,2,544,70,18420,1569,12,0,2,4,3,4,3,2,Medical,Yes,3
47,1,1625,Female,Married,Y,No,3,80,Human Resources,Travel_Rarely,Manager,5,3,27,5,2,1,0,2,1176,98,5220,19658,11,1,4,3,3,3,3,4,Life Sciences,No,26
39,1,1627,Male,Divorced,Y,No,0,80,Research & Development,Travel_Rarely,Laboratory Technician,2,2,11,10,8,0,7,3,170,76,10302,3069,15,1,3,3,4,3,3,2,Medical,No,3
40,1,1628,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,3,2,18,18,15,14,12,2,884,80,25800,10435,13,2,1,3,4,3,3,3,Life Sciences,No,15
35,1,1630,Female,Married,Y,No,1,80,Research & Development,Non-Travel,Healthcare Representative,2,3,15,14,11,2,9,5,208,52,12250,4148,12,1,3,3,4,3,3,4,Life Sciences,No,8
37,1,1631,Male,Married,Y,No,3,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,9,4,3,0,2,2,671,85,26493,5768,17,3,3,3,1,2,3,3,Life Sciences,No,19
39,1,1633,Female,Single,Y,No,0,80,Research & Development,Travel_Frequently,Manufacturing Director,2,3,10,9,2,3,8,2,711,81,3140,5042,13,0,1,3,4,1,3,3,Medical,No,4
45,1,1635,Female,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Manufacturing Director,2,2,10,10,7,3,9,3,1329,59,5388,5770,19,2,4,4,1,3,3,2,Other,No,2
38,1,1638,Female,Married,Y,Yes,3,80,Research & Development,Travel_Rarely,Manufacturing Director,3,2,10,5,4,0,2,6,397,54,14199,7756,19,1,4,3,4,4,3,2,Medical,No,2
35,1,1639,Male,Married,Y,No,9,80,Sales,Travel_Rarely,Sales Executive,3,2,15,13,12,6,0,3,737,55,21530,10306,17,0,4,1,3,3,3,3,Medical,Yes,10
37,1,1640,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,8,8,4,7,7,2,1470,71,9953,3936,11,1,2,2,1,1,3,3,Medical,No,10
40,1,1641,Female,Single,Y,Yes,6,80,Research & Development,Travel_Rarely,Manufacturing Director,3,3,18,4,2,3,3,2,448,84,19948,7945,15,0,3,4,4,2,3,3,Life Sciences,No,16
44,1,1642,Male,Married,Y,Yes,4,80,Human Resources,Travel_Frequently,Human Resources,2,3,14,10,7,0,2,3,602,37,10503,5743,11,0,1,4,3,3,3,5,Human Resources,No,1
48,1,1644,Male,Married,Y,No,2,80,Research & Development,Travel_Frequently,Manager,4,2,23,2,2,2,2,3,365,89,5602,15202,25,1,3,4,2,3,4,5,Medical,No,4
35,1,1645,Male,Divorced,Y,Yes,6,80,Sales,Travel_Rarely,Sales Executive,2,1,7,2,2,2,2,2,763,59,22098,5440,14,2,1,4,4,2,3,2,Medical,Yes,15
24,1,1646,Female,Single,Y,Yes,1,80,Research & Development,Travel_Frequently,Research Scientist,1,3,6,6,3,1,3,2,567,32,17218,3760,13,0,1,4,3,3,3,1,Technical Degree,No,2
27,1,1647,Female,Married,Y,No,7,80,Research & Development,Travel_Rarely,Research Scientist,1,4,5,3,2,0,2,0,486,86,22490,3517,17,0,2,3,1,3,3,3,Medical,No,8
27,1,1648,Male,Single,Y,No,2,80,Research & Development,Travel_Frequently,Research Scientist,1,3,6,4,2,1,2,0,591,87,6297,2580,13,0,4,4,3,2,3,3,Medical,No,2
40,1,1649,Male,Single,Y,Yes,3,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,10,4,2,0,3,3,1329,73,3339,2166,14,0,1,1,2,1,3,3,Life Sciences,Yes,7
29,1,1650,Male,Single,Y,No,9,80,Sales,Travel_Rarely,Sales Executive,2,2,8,5,2,1,4,2,469,42,23413,5869,11,0,3,3,3,3,3,3,Medical,No,10
36,1,1651,Female,Married,Y,No,4,80,Research & Development,Travel_Rarely,Healthcare Representative,3,3,9,3,2,0,2,6,711,42,22792,8008,12,2,2,1,3,3,3,4,Life Sciences,No,5
25,1,1653,Male,Divorced,Y,No,1,80,Research & Development,Travel_Frequently,Manufacturing Director,2,4,7,7,7,0,7,6,772,77,4973,5206,17,2,4,3,3,3,3,1,Life Sciences,No,2
39,1,1654,Male,Married,Y,No,4,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,7,5,4,1,0,3,492,66,7693,5295,21,0,4,2,3,3,4,3,Medical,No,12
49,1,1655,Female,Married,Y,No,3,80,Research & Development,Travel_Rarely,Research Director,4,3,27,4,2,1,2,2,301,72,3498,16413,16,2,1,2,2,3,3,4,Other,No,22
50,1,1656,Female,Divorced,Y,No,5,80,Research & Development,Travel_Rarely,Research Director,3,2,19,14,11,1,11,3,813,50,21981,13269,15,3,4,1,3,3,3,5,Life Sciences,No,17
20,1,1657,Female,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Representative,1,3,2,2,2,2,2,3,1141,31,13251,2783,19,0,3,3,1,3,3,3,Medical,No,2
34,1,1658,Female,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,2,3,11,11,8,7,9,2,1130,66,19332,5433,12,1,4,2,3,3,3,3,Life Sciences,No,3
36,1,1659,Male,Single,Y,No,2,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,15,4,3,1,3,4,311,77,10950,2013,11,0,1,2,3,3,3,3,Life Sciences,No,7
49,1,1661,Female,Married,Y,Yes,2,80,Research & Development,Travel_Rarely,Healthcare Representative,4,2,30,15,11,2,12,3,465,41,11652,13966,19,1,3,3,2,3,3,1,Life Sciences,No,6
36,1,1662,Female,Married,Y,No,0,80,Research & Development,Non-Travel,Manufacturing Director,2,2,4,3,2,1,2,6,894,33,15411,4374,15,0,4,3,3,3,3,4,Medical,No,1
36,1,1664,Male,Divorced,Y,No,6,80,Research & Development,Travel_Rarely,Healthcare Representative,2,4,13,5,4,0,4,3,1040,79,26308,6842,20,1,4,1,1,3,4,2,Life Sciences,No,3
54,1,1665,Female,Married,Y,No,3,80,Research & Development,Travel_Rarely,Manager,4,3,36,10,8,4,7,6,584,91,18685,17426,25,1,2,3,3,3,4,5,Medical,No,22
43,1,1666,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Director,4,2,14,14,10,6,11,3,1291,65,3525,17603,24,1,3,3,1,3,4,2,Life Sciences,No,15
35,1,1667,Male,Single,Y,Yes,3,80,Sales,Travel_Frequently,Sales Executive,2,3,13,11,9,6,7,2,880,36,10414,4581,24,0,4,4,1,4,4,4,Other,Yes,12
38,1,1668,Male,Married,Y,No,7,80,Research & Development,Travel_Frequently,Research Scientist,2,3,19,13,11,2,9,4,1189,90,9867,4735,15,2,4,4,4,4,3,3,Life Sciences,No,1
29,1,1669,Male,Divorced,Y,Yes,1,80,Sales,Travel_Rarely,Sales Executive,2,2,10,10,0,0,9,3,991,43,3356,4187,13,1,1,2,2,2,3,3,Medical,No,5
33,1,1670,Male,Divorced,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,6,6,2,0,4,5,392,93,3921,5505,14,2,4,4,3,3,3,4,Medical,No,2
32,1,1671,Male,Divorced,Y,No,0,80,Research & Development,Travel_Rarely,Research Scientist,2,3,10,9,5,1,6,4,977,45,25518,5470,13,2,4,2,3,2,3,3,Medical,No,2
31,1,1673,Female,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,10,10,0,0,2,2,1112,67,22589,5476,11,2,1,4,1,3,3,4,Life Sciences,No,5
49,1,1674,Female,Divorced,Y,Yes,4,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,17,2,2,2,2,2,464,74,24941,2587,16,1,4,1,2,2,3,3,Medical,No,16
38,1,1675,Female,Single,Y,No,1,80,Research & Development,Travel_Frequently,Laboratory Technician,1,2,4,4,3,3,3,3,148,42,23826,2440,22,0,4,2,2,3,4,3,Medical,No,2
47,1,1676,Female,Divorced,Y,No,6,80,Sales,Travel_Rarely,Manager,4,4,29,3,2,1,2,2,1225,47,21086,15972,14,3,2,2,3,3,3,4,Life Sciences,No,2
49,1,1677,Male,Single,Y,No,4,80,Research & Development,Travel_Rarely,Manager,4,3,23,8,7,0,0,2,809,36,22384,15379,14,0,3,3,1,3,3,3,Life Sciences,No,1
41,1,1678,Male,Single,Y,Yes,3,80,Sales,Travel_Rarely,Sales Executive,3,3,21,2,0,0,2,2,1206,80,11591,7082,16,0,4,3,4,3,3,2,Life Sciences,No,23
20,1,1680,Male,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Representative,1,3,2,2,2,0,2,3,727,54,21082,2728,11,0,4,1,1,3,3,1,Life Sciences,No,9
33,1,1681,Female,Divorced,Y,Yes,1,80,Sales,Non-Travel,Sales Executive,2,3,7,6,5,1,2,2,530,36,16130,5368,25,1,3,4,3,3,4,3,Life Sciences,No,16
36,1,1682,Male,Married,Y,No,6,80,Research & Development,Travel_Rarely,Healthcare Representative,2,3,10,3,2,0,2,2,1351,80,7419,5347,14,2,1,3,2,2,3,4,Life Sciences,No,26
44,1,1683,Female,Divorced,Y,Yes,4,80,Human Resources,Travel_Rarely,Human Resources,1,3,8,2,2,2,2,2,528,44,4167,3195,18,3,3,4,1,3,3,3,Life Sciences,No,1
23,1,1684,Male,Single,Y,Yes,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,2,5,5,4,1,2,2,1320,93,20586,3989,11,0,4,3,1,3,3,1,Medical,Yes,8
38,1,1687,Female,Married,Y,No,7,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,7,0,0,0,0,5,1495,87,26176,3306,19,1,4,3,4,2,3,2,Medical,No,4
53,1,1689,Male,Married,Y,No,3,80,Research & Development,Travel_Rarely,Healthcare Representative,3,4,11,4,3,1,2,2,1395,48,3458,7005,15,0,2,4,3,3,3,4,Medical,No,24
48,1,1691,Female,Married,Y,Yes,2,80,Sales,Travel_Frequently,Sales Representative,1,3,19,9,7,7,7,3,708,95,11740,2655,11,2,4,3,3,3,3,2,Medical,Yes,7
32,1,1692,Male,Single,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,1,1,0,0,0,2,1259,95,24852,1393,12,0,4,2,1,3,3,4,Life Sciences,Yes,2
26,1,1693,Male,Single,Y,No,1,80,Research & Development,Non-Travel,Laboratory Technician,1,3,7,7,7,5,7,5,786,76,11925,2570,20,0,4,4,3,3,4,3,Medical,No,7
55,1,1694,Male,Divorced,Y,No,5,80,Research & Development,Travel_Rarely,Research Scientist,1,2,8,4,2,1,2,1,1441,94,23737,3537,12,1,1,2,4,3,3,3,Technical Degree,No,22
34,1,1696,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,2,2,15,15,10,4,13,3,1157,57,11912,3986,14,1,2,4,3,4,3,2,Medical,No,5
60,1,1697,Male,Divorced,Y,No,3,80,Research & Development,Travel_Rarely,Healthcare Representative,3,1,19,1,0,0,0,2,370,92,20467,10883,20,1,3,4,3,4,4,4,Medical,No,1
33,1,1698,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,4,14,14,11,2,13,6,267,79,13637,2028,18,3,2,2,4,3,3,3,Medical,No,21
37,1,1700,Male,Divorced,Y,No,1,80,Sales,Travel_Frequently,Sales Executive,2,1,6,6,3,1,3,2,1278,31,7677,9525,14,2,3,4,3,2,3,4,Medical,No,1
34,1,1701,Female,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,2,10,10,9,8,7,3,678,35,20338,2929,12,0,2,4,2,3,3,3,Life Sciences,No,19
23,1,1702,Male,Divorced,Y,Yes,1,80,Sales,Travel_Rarely,Sales Representative,1,3,3,3,2,0,2,2,427,99,25103,2275,21,1,3,4,2,3,4,3,Life Sciences,Yes,7
44,1,1703,Female,Married,Y,Yes,1,80,Research & Development,Travel_Rarely,Healthcare Representative,3,4,9,8,7,6,7,2,921,96,14810,7879,19,1,3,4,2,3,3,3,Life Sciences,No,2
35,1,1704,Male,Single,Y,Yes,0,80,Research & Development,Travel_Frequently,Research Scientist,1,2,6,5,4,1,4,2,146,79,13970,4930,14,0,1,4,3,4,3,4,Medical,No,2
43,1,1706,Male,Married,Y,Yes,1,80,Sales,Travel_Rarely,Sales Executive,2,3,10,10,9,8,8,3,1179,73,6069,7847,17,1,4,4,1,3,3,3,Medical,No,2
24,1,1707,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,4,5,5,3,0,4,1,581,62,17616,4401,16,1,3,3,4,3,3,3,Medical,No,9
41,1,1708,Male,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,3,3,10,10,8,8,7,3,918,35,15869,9241,12,0,4,3,2,3,3,3,Marketing,No,6
29,1,1709,Female,Married,Y,No,9,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,9,5,3,1,2,2,1082,43,25412,2974,17,1,4,3,3,3,3,4,Medical,No,9
36,1,1710,Female,Single,Y,No,3,80,Sales,Travel_Rarely,Sales Representative,2,3,17,13,7,6,7,2,530,51,7439,4502,15,0,3,4,3,2,3,4,Life Sciences,No,2
45,1,1712,Male,Married,Y,No,3,80,Research & Development,Non-Travel,Healthcare Representative,3,2,25,23,15,14,4,3,1238,74,3395,10748,23,1,3,3,4,2,4,1,Life Sciences,No,1
24,1,1714,Male,Married,Y,No,1,80,Human Resources,Travel_Rarely,Human Resources,1,1,1,1,0,0,0,2,240,58,11585,1555,11,1,4,3,3,3,3,1,Human Resources,Yes,22
47,1,1716,Male,Married,Y,No,7,80,Sales,Travel_Frequently,Sales Executive,4,1,25,23,5,14,10,3,1093,82,24164,12936,11,0,3,3,3,1,3,3,Life Sciences,Yes,9
26,1,1718,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,1,3,3,2,0,2,3,390,62,6217,2305,15,3,4,3,3,4,3,4,Medical,No,17
45,1,1719,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Director,4,2,21,21,6,8,6,2,1005,48,17119,16704,11,0,4,2,3,3,3,2,Technical Degree,No,28
32,1,1720,Male,Married,Y,No,6,80,Research & Development,Travel_Frequently,Research Scientist,1,3,10,5,2,1,3,3,585,56,17360,3433,13,1,1,3,1,2,3,3,Life Sciences,No,10
31,1,1721,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,6,5,2,0,3,2,741,69,18103,3477,14,1,2,3,4,4,3,4,Life Sciences,No,2
41,1,1722,Male,Married,Y,No,6,80,Human Resources,Non-Travel,Human Resources,2,1,10,3,2,1,2,4,552,60,20794,6430,19,1,3,2,2,3,3,3,Human Resources,No,4
40,1,1724,Female,Married,Y,Yes,2,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,18,1,0,0,0,3,369,92,5041,6516,16,1,2,1,2,3,3,2,Life Sciences,No,8
24,1,1725,Male,Divorced,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,6,6,2,1,2,2,506,91,3622,3907,13,3,2,1,2,4,3,1,Medical,No,29
46,1,1727,Male,Single,Y,No,6,80,Research & Development,Travel_Rarely,Healthcare Representative,2,3,19,10,7,0,9,3,717,34,9697,5562,14,0,3,2,4,3,3,4,Life Sciences,No,13
35,1,1728,Male,Married,Y,No,2,80,Research & Development,Travel_Rarely,Manufacturing Director,2,3,17,7,7,0,7,3,1370,49,5151,6883,16,1,4,3,2,3,3,4,Life Sciences,No,27
30,1,1729,Male,Married,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,10,10,0,0,8,2,793,33,3811,2862,12,1,2,4,2,2,3,1,Life Sciences,No,16
47,1,1731,Male,Married,Y,No,7,80,Sales,Non-Travel,Sales Executive,2,3,4,1,0,0,0,3,543,87,3536,4978,11,1,3,2,4,1,3,4,Marketing,No,2
46,1,1732,Male,Divorced,Y,Yes,4,80,Sales,Travel_Rarely,Sales Executive,3,3,13,10,6,0,3,5,1277,74,5596,10368,12,1,3,4,2,2,3,3,Life Sciences,No,2
36,1,1733,Male,Divorced,Y,Yes,5,80,Sales,Travel_Rarely,Sales Executive,2,2,16,2,2,2,2,3,1456,96,8658,6134,13,3,2,1,2,3,3,5,Marketing,Yes,13
32,1,1734,Male,Single,Y,No,6,80,Sales,Travel_Rarely,Sales Executive,2,1,10,0,0,0,0,2,964,34,12147,6735,15,0,1,2,2,3,3,2,Life Sciences,Yes,1
23,1,1735,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Laboratory Technician,1,3,3,3,2,1,2,3,160,51,12862,3295,13,0,3,2,3,1,3,1,Medical,No,4
31,1,1736,Female,Single,Y,No,2,80,Research & Development,Travel_Frequently,Manufacturing Director,2,3,9,5,4,1,4,3,163,30,6670,5238,20,0,4,4,4,2,4,1,Technical Degree,No,24
39,1,1737,Male,Married,Y,Yes,1,80,Research & Development,Non-Travel,Laboratory Technician,2,3,9,9,8,5,8,2,792,77,8989,6472,15,1,4,4,4,3,3,3,Life Sciences,No,1
32,1,1739,Male,Married,Y,No,3,80,Sales,Travel_Rarely,Sales Executive,3,1,10,4,3,0,2,2,371,80,3840,9610,13,1,4,3,3,1,3,3,Life Sciences,No,19
40,1,1740,Male,Single,Y,No,1,80,Sales,Travel_Rarely,Manager,5,3,21,21,8,12,8,3,611,88,4349,19833,14,0,2,2,2,2,3,4,Medical,No,7
45,1,1744,Female,Married,Y,No,4,80,Human Resources,Travel_Rarely,Human Resources,3,1,9,5,0,0,3,2,176,56,6595,9756,21,2,3,3,3,4,4,3,Life Sciences,No,4
30,1,1745,Female,Single,Y,No,0,80,Research & Development,Travel_Frequently,Research Scientist,1,2,10,9,7,0,7,2,1312,78,26427,4968,16,0,4,1,4,3,3,4,Technical Degree,No,2
24,1,1746,Male,Married,Y,No,0,80,Human Resources,Travel_Frequently,Human Resources,1,3,3,2,2,2,1,2,897,59,2097,2145,14,1,1,4,4,3,3,3,Medical,No,10
30,1,1747,Female,Divorced,Y,No,6,80,Human Resources,Travel_Frequently,Human Resources,1,2,6,4,2,1,2,0,600,66,9732,2180,11,1,3,4,3,2,3,3,Human Resources,Yes,8
31,1,1749,Male,Married,Y,No,1,80,Sales,Travel_Rarely,Sales Executive,2,3,6,5,2,0,2,3,1003,51,20943,8346,19,1,1,3,3,3,3,3,Technical Degree,No,5
27,1,1751,Female,Single,Y,No,1,80,Research & Development,Travel_Rarely,Research Scientist,1,3,6,6,2,1,4,5,1054,67,6152,3445,11,0,3,4,3,2,3,3,Medical,No,8
29,1,1752,Female,Single,Y,No,1,80,Sales,Travel_Rarely,Sales Representative,1,1,2,2,2,2,2,3,428,52,14630,2760,13,0,2,2,3,3,3,3,Marketing,Yes,9
29,1,1753,Male,Single,Y,Yes,8,80,Research & Development,Travel_Frequently,Healthcare Representative,2,4,10,3,2,0,2,5,461,70,23060,6294,12,0,4,3,4,4,3,3,Life Sciences,No,1
30,1,1754,Male,Divorced,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,3,2,12,7,7,1,7,2,979,94,3088,7140,11,1,3,1,1,3,3,2,Marketing,No,15
34,1,1755,Male,Married,Y,Yes,0,80,Research & Development,Travel_Rarely,Research Scientist,1,4,6,5,0,1,2,3,181,97,5586,2932,14,3,4,4,1,3,3,4,Medical,No,2
33,1,1756,Female,Single,Y,No,8,80,Sales,Non-Travel,Sales Executive,2,3,13,11,7,1,7,2,1283,62,10697,5147,15,0,4,2,4,2,3,3,Marketing,No,2
49,1,1757,Female,Single,Y,No,3,80,Sales,Travel_Rarely,Sales Executive,2,3,8,5,1,0,4,1,1313,80,8191,4507,12,0,4,4,3,4,3,4,Marketing,No,11
33,1,1758,Female,Single,Y,Yes,2,80,Sales,Travel_Rarely,Sales Executive,3,3,11,0,0,0,0,2,211,74,10092,8564,20,0,1,1,3,2,4,3,Life Sciences,Yes,16
38,1,1760,Female,Married,Y,No,4,80,Research & Development,Travel_Frequently,Laboratory Technician,1,2,9,6,1,0,5,4,594,75,15963,2468,14,1,3,2,2,2,3,2,Medical,No,2
31,1,1761,Male,Married,Y,No,2,80,Sales,Travel_Rarely,Sales Executive,3,3,10,1,0,0,0,2,1079,70,19002,8161,13,3,1,3,1,3,3,4,Marketing,Yes,16
